date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:05:03	53338/53338	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Sep%202025%2012:05:05%20GMT	https://nguyenanhhao.com/elle-vietnam-soobin-hoang-son-d-edition	D:/dcmm/dimemay/nguyenanhhao.com/elle-vietnam-soobin-hoang-son-d-edition.html	(from https://nguyenanhhao.com/)
19:05:03	2639/2639	---M--	200	added ('OK')	image/png	etag:182400a5847dce60a1b528d3eea7ec93	https://cdn.myportfolio.com/b8e13446-a72f-4a67-b5a5-563ac057183c/a8292c7a-7245-477b-af2c-4ade8c3e6f70_rwc_390x0x3069x2400x32.png?h=88229c345b09e2994c22f7b1c3e6bfe4	D:/dcmm/dimemay/cdn.myportfolio.com/b8e13446-a72f-4a67-b5a5-563ac057183c/a8292c7a-7245-477b-af2c-4ade8c3e6f70_rwc_390x0x3069x2400x324062.png	(from https://nguyenanhhao.com/)
19:05:03	1526175/1526175	---M--	200	added ('OK')	image/jpeg	etag:fe7b419dca034ea21366981d8a4c1ede	https://cdn.myportfolio.com/b8e13446-a72f-4a67-b5a5-563ac057183c/535d3094-8e00-4b84-a420-abe9be1f56bc_rwc_0x38x4252x3324x4252.jpg?h=083f26d02d1e7c371f15818fcc8be26e	D:/dcmm/dimemay/cdn.myportfolio.com/b8e13446-a72f-4a67-b5a5-563ac057183c/535d3094-8e00-4b84-a420-abe9be1f56bc_rwc_0x38x4252x3324x4252c80e.jpg	(from https://nguyenanhhao.com/)
19:05:03	1311/1311	---M--	200	added ('OK')	image/jpeg	etag:740cf32f2af1519ed3d5b1ddb4cdf857	https://cdn.myportfolio.com/b8e13446-a72f-4a67-b5a5-563ac057183c/5fae05b6-9478-4ae5-bd50-c4b728f96929_rwc_0x71x7812x6107x32.jpg?h=e0071f0cd1a9b5a5ac547a397d952836	D:/dcmm/dimemay/cdn.myportfolio.com/b8e13446-a72f-4a67-b5a5-563ac057183c/5fae05b6-9478-4ae5-bd50-c4b728f96929_rwc_0x71x7812x6107x32c0f4.jpg	(from https://nguyenanhhao.com/)
19:05:04	52492/52492	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Sep%202025%2012:05:06%20GMT	https://nguyenanhhao.com/lofficiel-hommes-vietnam-x-rap-xiec-cong-vien-gia-dinh	D:/dcmm/dimemay/nguyenanhhao.com/lofficiel-hommes-vietnam-x-rap-xiec-cong-vien-gia-dinh.html	(from https://nguyenanhhao.com/)
19:05:04	9675/9675	---M--	200	added ('OK')	image/jpeg	etag:c64dd6d698ce499d03616076144a7448	https://cdn.myportfolio.com/b8e13446-a72f-4a67-b5a5-563ac057183c/8eca4ec4-9636-467c-8fef-06164caa68d1_rwc_0x192x1920x1501x32.jpg?h=b82c33221f490768b1c56f5ca51a1cb4	D:/dcmm/dimemay/cdn.myportfolio.com/b8e13446-a72f-4a67-b5a5-563ac057183c/8eca4ec4-9636-467c-8fef-06164caa68d1_rwc_0x192x1920x1501x328c15.jpg	(from https://nguyenanhhao.com/)
19:05:04	10623/10623	---M--	200	added ('OK')	image/jpeg	etag:3451a6ee32dfa8d6513641cba904fa9d	https://cdn.myportfolio.com/b8e13446-a72f-4a67-b5a5-563ac057183c/d4e5dadb-d91a-4189-824f-4bfd576b6646_rwc_0x33x3690x2884x32.jpg?h=4d64703104d64383306de44c373ec1e4	D:/dcmm/dimemay/cdn.myportfolio.com/b8e13446-a72f-4a67-b5a5-563ac057183c/d4e5dadb-d91a-4189-824f-4bfd576b6646_rwc_0x33x3690x2884x32e4a9.jpg	(from https://nguyenanhhao.com/)
19:05:05	49759/49759	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Sep%202025%2012:05:07%20GMT	https://nguyenanhhao.com/elle-ha-anh-tuan-match-issue-codes-of-love	D:/dcmm/dimemay/nguyenanhhao.com/elle-ha-anh-tuan-match-issue-codes-of-love.html	(from https://nguyenanhhao.com/)
19:05:05	4067/4067	---M--	200	added ('OK')	image/jpeg	etag:d31f7e4270c4c246f255685b04c813ce	https://cdn.myportfolio.com/b8e13446-a72f-4a67-b5a5-563ac057183c/93bc484d-a634-4700-bebd-de4f2f6a50ec_rwc_0x289x1200x938x32.jpg?h=5c3def6178f7e0cfee1c5fafc66f1199	D:/dcmm/dimemay/cdn.myportfolio.com/b8e13446-a72f-4a67-b5a5-563ac057183c/93bc484d-a634-4700-bebd-de4f2f6a50ec_rwc_0x289x1200x938x32b78b.jpg	(from https://nguyenanhhao.com/)
19:05:05	12154/12154	---M--	200	added ('OK')	image/jpeg	etag:1328ad8fe06a2793a14713b49679db8f	https://cdn.myportfolio.com/b8e13446-a72f-4a67-b5a5-563ac057183c/8c69bfae-1057-4922-9ca7-7aa7819f65d9_rwc_0x42x4723x3692x32.jpg?h=5bd593e0a114bb5568c21a1a50e97719	D:/dcmm/dimemay/cdn.myportfolio.com/b8e13446-a72f-4a67-b5a5-563ac057183c/8c69bfae-1057-4922-9ca7-7aa7819f65d9_rwc_0x42x4723x3692x32a44e.jpg	(from https://nguyenanhhao.com/)
19:05:06	47124/47124	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Sep%202025%2012:05:08%20GMT	https://nguyenanhhao.com/abc-collection-one-campaign	D:/dcmm/dimemay/nguyenanhhao.com/abc-collection-one-campaign.html	(from https://nguyenanhhao.com/)
19:05:06	17147/17147	---M--	200	added ('OK')	image/jpeg	etag:43c91be993e8872b4480336e2cc73ac0	https://cdn.myportfolio.com/b8e13446-a72f-4a67-b5a5-563ac057183c/bd88aaaf-1dfd-4828-8755-ef5dd2874260_carw_202x158x32.jpg?h=70d4953dbe55a2f4a8fec15ffd4644c3	D:/dcmm/dimemay/cdn.myportfolio.com/b8e13446-a72f-4a67-b5a5-563ac057183c/bd88aaaf-1dfd-4828-8755-ef5dd2874260_carw_202x158x328cf8.jpg	(from https://nguyenanhhao.com/)
19:05:08	57739/57739	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Sep%202025%2012:05:09%20GMT	https://nguyenanhhao.com/see-o-exhibition-2024-hope	D:/dcmm/dimemay/nguyenanhhao.com/see-o-exhibition-2024-hope.html	(from https://nguyenanhhao.com/)
19:05:08	24822/24822	---M--	200	added ('OK')	image/jpeg	etag:f5173fc6aa33f9d9fa050c5789e3b764	https://cdn.myportfolio.com/b8e13446-a72f-4a67-b5a5-563ac057183c/f4b41225-bb2f-4c85-8b62-a9a760f77989_carw_202x158x32.jpg?h=e0035aad7aad97a6a24c218c12eb41be	D:/dcmm/dimemay/cdn.myportfolio.com/b8e13446-a72f-4a67-b5a5-563ac057183c/f4b41225-bb2f-4c85-8b62-a9a760f77989_carw_202x158x3295aa.jpg	(from https://nguyenanhhao.com/)
19:05:08	51456/51456	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Sep%202025%2012:05:10%20GMT	https://nguyenanhhao.com/elle-1224-follow-your-passion	D:/dcmm/dimemay/nguyenanhhao.com/elle-1224-follow-your-passion.html	(from https://nguyenanhhao.com/)
19:05:08	2021/2021	---M--	200	added ('OK')	image/png	etag:97654d46a415543683845cc44933e1c9	https://cdn.myportfolio.com/b8e13446-a72f-4a67-b5a5-563ac057183c/5ec66f6c-7630-4417-95e2-229e17940afd_rwc_257x0x3331x2605x32.png?h=e42e50a923e58997859cc855896edc4f	D:/dcmm/dimemay/cdn.myportfolio.com/b8e13446-a72f-4a67-b5a5-563ac057183c/5ec66f6c-7630-4417-95e2-229e17940afd_rwc_257x0x3331x2605x325372.png	(from https://nguyenanhhao.com/)
19:05:09	13578/13578	---M--	200	added ('OK')	image/jpeg	etag:b57b95820cd2eefcd18bc2935ea7e6a4	https://cdn.myportfolio.com/b8e13446-a72f-4a67-b5a5-563ac057183c/a9b4f42c-be04-4a9a-9337-b9a2fe24b21a_rwc_0x35x3906x3053x32.jpg?h=163c4c058a7344784b63dd4ed8076c52	D:/dcmm/dimemay/cdn.myportfolio.com/b8e13446-a72f-4a67-b5a5-563ac057183c/a9b4f42c-be04-4a9a-9337-b9a2fe24b21a_rwc_0x35x3906x3053x32a271.jpg	(from https://nguyenanhhao.com/)
19:05:09	52479/52479	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Sep%202025%2012:05:11%20GMT	https://nguyenanhhao.com/binz-ep-keep-cam-ca	D:/dcmm/dimemay/nguyenanhhao.com/binz-ep-keep-cam-ca.html	(from https://nguyenanhhao.com/)
19:05:09	1510/1510	---M--	200	added ('OK')	image/gif	etag:9768f8fdada28035c9cf19a669925856	https://cdn.myportfolio.com/b8e13446-a72f-4a67-b5a5-563ac057183c/f41cebd3-8192-48b1-844e-9712686fd6c6_rwc_540x0x2762x2160x32.gif?h=f7ea193220e78bec603b5aef9d9b2083	D:/dcmm/dimemay/cdn.myportfolio.com/b8e13446-a72f-4a67-b5a5-563ac057183c/f41cebd3-8192-48b1-844e-9712686fd6c6_rwc_540x0x2762x2160x32e28c.gif	(from https://nguyenanhhao.com/)
19:05:10	1563/1563	---M--	200	added ('OK')	image/gif	etag:5d643364c52042c41364a6147e66f52e	https://cdn.myportfolio.com/b8e13446-a72f-4a67-b5a5-563ac057183c/8c91af5c-a590-4526-a8f6-60a6d6cb860f_rwc_540x0x2762x2160x32.gif?h=a5ee082d0c95608abf2d0c6992f945ae	D:/dcmm/dimemay/cdn.myportfolio.com/b8e13446-a72f-4a67-b5a5-563ac057183c/8c91af5c-a590-4526-a8f6-60a6d6cb860f_rwc_540x0x2762x2160x32b983.gif	(from https://nguyenanhhao.com/)
19:05:10	49410/49410	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Sep%202025%2012:05:12%20GMT	https://nguyenanhhao.com/elleman-fashion-show-2024-dimensions-of-style	D:/dcmm/dimemay/nguyenanhhao.com/elleman-fashion-show-2024-dimensions-of-style.html	(from https://nguyenanhhao.com/)
19:05:10	57956/57956	---M--	200	added ('OK')	image/jpeg	etag:4f1786488e2c8ad8c5fc526bfaa99ffd	https://cdn.myportfolio.com/b8e13446-a72f-4a67-b5a5-563ac057183c/026aa65a-99c5-48e2-9b80-ccd5b36be2cb_carw_202x158x32.jpg?h=b2aea2204e036b072031213b7f04d91f	D:/dcmm/dimemay/cdn.myportfolio.com/b8e13446-a72f-4a67-b5a5-563ac057183c/026aa65a-99c5-48e2-9b80-ccd5b36be2cb_carw_202x158x32430c.jpg	(from https://nguyenanhhao.com/)
19:05:12	57974/57974	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Sep%202025%2012:05:13%20GMT	https://nguyenanhhao.com/hoang-ku-collab-nhuyen-anh-hao	D:/dcmm/dimemay/nguyenanhhao.com/hoang-ku-collab-nhuyen-anh-hao.html	(from https://nguyenanhhao.com/)
19:05:12	18028/18028	---M--	200	added ('OK')	image/jpeg	etag:3e9e16386b01e53c67d594d1b95eb283	https://cdn.myportfolio.com/b8e13446-a72f-4a67-b5a5-563ac057183c/0dca34eb-713d-4c37-b251-69ce560c9d13_rwc_141x0x1637x1280x32.jpg?h=f0cb02632b53d2bb46d41ee6adaa21e1	D:/dcmm/dimemay/cdn.myportfolio.com/b8e13446-a72f-4a67-b5a5-563ac057183c/0dca34eb-713d-4c37-b251-69ce560c9d13_rwc_141x0x1637x1280x32919b.jpg	(from https://nguyenanhhao.com/)
19:05:12	55517/55517	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Sep%202025%2012:05:14%20GMT	https://nguyenanhhao.com/lofficiel-vietnam-the-cover-vowing-anthem	D:/dcmm/dimemay/nguyenanhhao.com/lofficiel-vietnam-the-cover-vowing-anthem.html	(from https://nguyenanhhao.com/)
19:05:12	2433/2433	---M--	200	added ('OK')	image/png	etag:81b3f081160d07bb3229781c3517a2e0	https://cdn.myportfolio.com/b8e13446-a72f-4a67-b5a5-563ac057183c/769c5413-0c0d-4bbd-be32-76f255617162_rwc_0x445x1920x1501x32.png?h=e78a0bb99aa55f20d58d775254a87f4f	D:/dcmm/dimemay/cdn.myportfolio.com/b8e13446-a72f-4a67-b5a5-563ac057183c/769c5413-0c0d-4bbd-be32-76f255617162_rwc_0x445x1920x1501x32b35b.png	(from https://nguyenanhhao.com/)
19:05:12	14909/14909	---M--	200	added ('OK')	image/jpeg	etag:435cffbb54c0229921dba8e33b07ac1c	https://cdn.myportfolio.com/b8e13446-a72f-4a67-b5a5-563ac057183c/ec927565-871d-4d81-92e2-445688eb75b6_rwc_0x38x4264x3333x32.jpg?h=201405670658996e19f98d6432d39a5b	D:/dcmm/dimemay/cdn.myportfolio.com/b8e13446-a72f-4a67-b5a5-563ac057183c/ec927565-871d-4d81-92e2-445688eb75b6_rwc_0x38x4264x3333x32d50e.jpg	(from https://nguyenanhhao.com/)
19:05:14	55089/55089	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Sep%202025%2012:05:15%20GMT	https://nguyenanhhao.com/elle-72024-divine-summer	D:/dcmm/dimemay/nguyenanhhao.com/elle-72024-divine-summer.html	(from https://nguyenanhhao.com/)
19:05:14	2398/2398	---M--	200	added ('OK')	image/png	etag:796b0cd4359645acb6e43a1792df0c0e	https://cdn.myportfolio.com/b8e13446-a72f-4a67-b5a5-563ac057183c/9f768211-fd01-4527-8689-0e17635b597b_rwc_257x0x3334x2606x32.png?h=0d2994930b0af3fa14eaab00e6a79011	D:/dcmm/dimemay/cdn.myportfolio.com/b8e13446-a72f-4a67-b5a5-563ac057183c/9f768211-fd01-4527-8689-0e17635b597b_rwc_257x0x3334x2606x325a3d.png	(from https://nguyenanhhao.com/)
19:05:14	16982/16982	---M--	200	added ('OK')	image/jpeg	etag:e9a2b43027e023728dab57d1393499ce	https://cdn.myportfolio.com/b8e13446-a72f-4a67-b5a5-563ac057183c/2d2b6ce8-6ff7-4f49-982b-e9bf0e70a56d_rwc_0x71x7812x6107x32.jpg?h=bb273f352e36b54f188c329ee89da9f8	D:/dcmm/dimemay/cdn.myportfolio.com/b8e13446-a72f-4a67-b5a5-563ac057183c/2d2b6ce8-6ff7-4f49-982b-e9bf0e70a56d_rwc_0x71x7812x6107x32c6cc.jpg	(from https://nguyenanhhao.com/)
19:05:15	73551/73551	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Sep%202025%2012:05:16%20GMT	https://nguyenanhhao.com/lofficiel-hommes-vietnam-1-the-modern-flaneurs	D:/dcmm/dimemay/nguyenanhhao.com/lofficiel-hommes-vietnam-1-the-modern-flaneurs.html	(from https://nguyenanhhao.com/)
19:05:15	19306/19306	---M--	200	added ('OK')	image/jpeg	etag:1a9ae07435a972b7a57f3c4cf9b58ad2	https://cdn.myportfolio.com/b8e13446-a72f-4a67-b5a5-563ac057183c/9d970115-3e4a-4476-bf1a-0ab2de7a040c_rwc_0x123x3020x2361x32.jpg?h=1531794b4896f402fbb6099f6181df95	D:/dcmm/dimemay/cdn.myportfolio.com/b8e13446-a72f-4a67-b5a5-563ac057183c/9d970115-3e4a-4476-bf1a-0ab2de7a040c_rwc_0x123x3020x2361x323410.jpg	(from https://nguyenanhhao.com/)
19:05:15	3137/3137	---M--	200	added ('OK')	image/png	etag:b0639bcb9acabfb413eb05e06e8ad2e3	https://cdn.myportfolio.com/b8e13446-a72f-4a67-b5a5-563ac057183c/aebc1161-fab0-4e51-9023-efb05096d436_rwc_219x223x819x640x32.png?h=52636918f753159ad65705389e63dc2d	D:/dcmm/dimemay/cdn.myportfolio.com/b8e13446-a72f-4a67-b5a5-563ac057183c/aebc1161-fab0-4e51-9023-efb05096d436_rwc_219x223x819x640x327984.png	(from https://nguyenanhhao.com/)
19:05:16	59427/59427	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Sep%202025%2012:05:17%20GMT	https://nguyenanhhao.com/phiet-flower-disorder-campaign-24	D:/dcmm/dimemay/nguyenanhhao.com/phiet-flower-disorder-campaign-24.html	(from https://nguyenanhhao.com/)
19:05:16	4385/4385	---M--	200	added ('OK')	image/jpeg	etag:03acffaf502e46a70d21b6489a177375	https://cdn.myportfolio.com/b8e13446-a72f-4a67-b5a5-563ac057183c/c9105783-1661-4804-837b-71c81095174a_rwc_0x1652x6732x5263x32.jpg?h=9707fbb5646cc743cd797ff9df165673	D:/dcmm/dimemay/cdn.myportfolio.com/b8e13446-a72f-4a67-b5a5-563ac057183c/c9105783-1661-4804-837b-71c81095174a_rwc_0x1652x6732x5263x32eebd.jpg	(from https://nguyenanhhao.com/)
19:05:17	53055/53055	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Sep%202025%2012:05:18%20GMT	https://nguyenanhhao.com/fashion-show-official-campaign	D:/dcmm/dimemay/nguyenanhhao.com/fashion-show-official-campaign.html	(from https://nguyenanhhao.com/)
19:05:17	17217/17217	---M--	200	added ('OK')	image/jpeg	etag:6a777a4c48e022e1f7a927ae5cd29227	https://cdn.myportfolio.com/b8e13446-a72f-4a67-b5a5-563ac057183c/72ebdc4d-46e2-40ba-8ac9-b3356d3592db_carw_202x158x32.jpg?h=df8db69cbcb6d5b8f014651d72677611	D:/dcmm/dimemay/cdn.myportfolio.com/b8e13446-a72f-4a67-b5a5-563ac057183c/72ebdc4d-46e2-40ba-8ac9-b3356d3592db_carw_202x158x329b90.jpg	(from https://nguyenanhhao.com/)
19:05:17	50029/50029	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Sep%202025%2012:05:19%20GMT	https://nguyenanhhao.com/elle-covermay24-chaumet	D:/dcmm/dimemay/nguyenanhhao.com/elle-covermay24-chaumet.html	(from https://nguyenanhhao.com/)
19:05:17	4459/4459	---M--	200	added ('OK')	image/jpeg	etag:0a806609052d5cb379fe75f8c85693f0	https://cdn.myportfolio.com/b8e13446-a72f-4a67-b5a5-563ac057183c/74d16f97-a3e9-4c16-91b1-c60fc8a1626d_rwc_282x0x3274x2560x32.jpg?h=839628bdd49a4424d3d6badf415c2101	D:/dcmm/dimemay/cdn.myportfolio.com/b8e13446-a72f-4a67-b5a5-563ac057183c/74d16f97-a3e9-4c16-91b1-c60fc8a1626d_rwc_282x0x3274x2560x32c358.jpg	(from https://nguyenanhhao.com/)
19:05:17	2004/2004	---M--	200	added ('OK')	image/png	etag:801ffc91281e30a84a2beef8c67e6bb0	https://cdn.myportfolio.com/b8e13446-a72f-4a67-b5a5-563ac057183c/a62c4074-f266-4919-830c-c285fe64095f_rwc_0x35x3906x3053x32.png?h=148e2b4705a7386060895004fe257a94	D:/dcmm/dimemay/cdn.myportfolio.com/b8e13446-a72f-4a67-b5a5-563ac057183c/a62c4074-f266-4919-830c-c285fe64095f_rwc_0x35x3906x3053x3206cc.png	(from https://nguyenanhhao.com/)
19:05:18	51534/51534	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Sep%202025%2012:05:20%20GMT	https://nguyenanhhao.com/heritage-fashion-feb-2024-greening-the-earth	D:/dcmm/dimemay/nguyenanhhao.com/heritage-fashion-feb-2024-greening-the-earth.html	(from https://nguyenanhhao.com/)
19:05:18	1205/1205	---M--	200	added ('OK')	image/jpeg	etag:7102cb8c3a0b801ba3bf85fff2bc2efc	https://cdn.myportfolio.com/b8e13446-a72f-4a67-b5a5-563ac057183c/804c37c3-d69e-48e3-a2d7-f6abc5041980_carw_202x158x32.jpg?h=5e944f7034070b50816ec8169a929c19	D:/dcmm/dimemay/cdn.myportfolio.com/b8e13446-a72f-4a67-b5a5-563ac057183c/804c37c3-d69e-48e3-a2d7-f6abc5041980_carw_202x158x32ef0b.jpg	(from https://nguyenanhhao.com/)
19:05:18	1494/1494	---M--	200	added ('OK')	image/jpeg	etag:0f1408d67b4329e69e4ac417bb24acdc	https://cdn.myportfolio.com/b8e13446-a72f-4a67-b5a5-563ac057183c/7686d4b8-1e25-4ea1-873c-0932a7fbc439_carw_202x158x32.jpg?h=857d6672466325f4791b410794abe54a	D:/dcmm/dimemay/cdn.myportfolio.com/b8e13446-a72f-4a67-b5a5-563ac057183c/7686d4b8-1e25-4ea1-873c-0932a7fbc439_carw_202x158x328fc7.jpg	(from https://nguyenanhhao.com/)
19:05:19	46562/46562	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Sep%202025%2012:05:21%20GMT	https://nguyenanhhao.com/165c4898d8eac1	D:/dcmm/dimemay/nguyenanhhao.com/165c4898d8eac1.html	(from https://nguyenanhhao.com/)
19:05:19	1410/1410	---M--	200	added ('OK')	image/jpeg	etag:915c68ae112cc77f3bfb4fb8118aad7b	https://cdn.myportfolio.com/b8e13446-a72f-4a67-b5a5-563ac057183c/e588259f-b753-4e5d-a7bd-fe5d9eb9cf83_carw_202x158x32.jpg?h=8da5ae4c4bab502863336ed6173f65fe	D:/dcmm/dimemay/cdn.myportfolio.com/b8e13446-a72f-4a67-b5a5-563ac057183c/e588259f-b753-4e5d-a7bd-fe5d9eb9cf83_carw_202x158x32546d.jpg	(from https://nguyenanhhao.com/)
19:05:20	51903/51903	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Sep%202025%2012:05:21%20GMT	https://nguyenanhhao.com/lofficiel-vietnam-november-issue-living-heritage	D:/dcmm/dimemay/nguyenanhhao.com/lofficiel-vietnam-november-issue-living-heritage.html	(from https://nguyenanhhao.com/)
19:05:20	1268/1268	---M--	200	added ('OK')	image/jpeg	etag:86c2334cbcd5646aab46ad97fe97f248	https://cdn.myportfolio.com/b8e13446-a72f-4a67-b5a5-563ac057183c/1d3f403a-32e6-42ed-b5c9-e93a508bff62_carw_202x158x32.jpg?h=45838c7f9b183e9050756117f7cbfe8e	D:/dcmm/dimemay/cdn.myportfolio.com/b8e13446-a72f-4a67-b5a5-563ac057183c/1d3f403a-32e6-42ed-b5c9-e93a508bff62_carw_202x158x325ba2.jpg	(from https://nguyenanhhao.com/)
19:05:20	1272/1272	---M--	200	added ('OK')	image/jpeg	etag:ac0a9d26d263ac1af6daf7b5d4d8df12	https://cdn.myportfolio.com/b8e13446-a72f-4a67-b5a5-563ac057183c/057607c2-992e-4ddd-ae45-55f2d49ef930_carw_202x158x32.jpg?h=5b10484c18e206d936270007badf5df2	D:/dcmm/dimemay/cdn.myportfolio.com/b8e13446-a72f-4a67-b5a5-563ac057183c/057607c2-992e-4ddd-ae45-55f2d49ef930_carw_202x158x325b24.jpg	(from https://nguyenanhhao.com/)
19:05:21	61867/61867	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Sep%202025%2012:05:22%20GMT	https://nguyenanhhao.com/iwannabangkok-in-saigon-for-sickymag	D:/dcmm/dimemay/nguyenanhhao.com/iwannabangkok-in-saigon-for-sickymag.html	(from https://nguyenanhhao.com/)
19:05:21	1483/1483	---M--	200	added ('OK')	image/jpeg	etag:3e169d07bebbc0cbb436e25f3b05a3d6	https://cdn.myportfolio.com/b8e13446-a72f-4a67-b5a5-563ac057183c/9a64072e-b4c7-41ce-8848-28cf4427a3e2_rwc_282x0x3274x2560x32.jpg?h=0c234b085ffc7ff80b3f0b353173b8a4	D:/dcmm/dimemay/cdn.myportfolio.com/b8e13446-a72f-4a67-b5a5-563ac057183c/9a64072e-b4c7-41ce-8848-28cf4427a3e2_rwc_282x0x3274x2560x32f169.jpg	(from https://nguyenanhhao.com/)
